train_id,train_number,train_name,source,destination,current_station,next_station,distance_remaining,speed,current_delay,rain,temperature,hour,day_of_week,historical_delay,congestion_level,previous_train_delay,scheduled_travel_time,section_average_speed,unscheduled_stop,speed_restriction,remaining_travel_time,actual_arrival_time
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,124.45,89.0,6.77,0.156,11.0,0,3,19.27,0.266,15.98,106.67,73.34,0,0,94.64,2026-06-10 01:34
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,348.23,80.42,6.48,0.017,32.6,19,6,8.18,0.324,3.5,298.48,79.48,0,0,294.07,2026-08-14 23:54
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,165.93,99.28,15.27,0.025,29.0,6,5,18.04,0.302,5.9,142.22,87.52,0,0,114.41,2026-05-10 07:54
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,57.55,86.22,12.55,0.151,21.8,21,6,11.15,0.094,4.25,49.33,82.58,0,1,55.16,2026-08-13 21:55
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,207.56,48.76,23.91,0.313,36.5,6,4,17.48,0.464,35.25,177.91,51.62,0,1,417.05,2026-06-23 12:57
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,147.38,58.8,10.32,0.142,21.2,1,0,12.99,0.136,16.44,126.33,53.48,0,0,163.54,2026-07-14 03:43
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,335.79,58.69,31.01,0.274,28.6,6,0,20.9,0.683,1.94,287.82,61.04,0,0,450.72,2026-05-24 13:30
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,203.38,84.0,3.02,0.087,27.7,10,5,2.43,0.111,9.36,174.33,83.66,0,1,196.71,2026-07-29 13:16
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,269.7,63.31,27.05,0.416,21.4,18,4,10.28,0.08,27.38,231.17,66.02,0,0,293.22,2026-02-27 22:53
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,92.78,81.95,16.15,0.284,30.7,17,1,14.2,0.161,11.65,79.52,74.23,0,0,86.9,2026-05-22 18:26
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,72.44,66.53,32.14,0.364,26.4,22,2,21.89,0.628,14.31,62.09,55.34,0,0,96.25,2026-06-11 23:36
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,152.55,85.54,21.87,0.167,43.9,20,4,20.07,0.254,21.72,130.76,82.65,0,0,132.02,2026-06-05 22:12
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,469.37,75.87,18.78,0.14,31.1,15,0,7.86,0.328,15.17,402.32,64.92,0,0,426.43,2026-06-15 22:06
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,129.92,28.73,16.39,0.156,40.0,12,4,13.69,0.348,24.56,111.36,32.43,0,0,317.63,2026-03-14 17:17
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,132.12,82.5,42.51,0.171,32.4,23,1,13.92,0.202,13.07,113.24,85.13,1,0,139.87,2026-06-09 01:19
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,210.52,100.52,13.29,0.009,31.6,4,0,22.39,0.033,6.2,180.44,93.75,0,0,135.36,2026-05-31 06:15
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,301.31,52.56,15.9,0.407,20.2,15,6,6.57,0.433,5.62,258.27,49.89,0,0,417.49,2026-05-02 21:57
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,271.73,85.83,22.72,0.017,28.1,23,0,24.54,0.048,0.84,232.91,83.56,0,0,203.25,2026-03-18 02:23
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,206.46,87.16,16.14,0.017,46.3,3,6,18.57,0.383,13.3,176.97,98.33,0,0,158.39,2026-01-30 05:38
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,490.3,107.11,2.74,0.155,31.1,13,5,7.92,0.134,2.87,420.26,95.39,0,0,294.06,2026-07-05 17:54
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,166.77,88.51,12.09,0.41,38.1,10,5,5.42,0.304,9.74,142.95,79.64,0,0,144.7,2026-04-08 12:24
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,349.7,79.62,9.73,0.152,26.2,14,2,4.37,0.084,10.95,299.75,62.36,0,0,287.72,2026-07-02 18:47
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,221.8,87.7,27.64,0.252,31.8,13,3,13.02,0.422,12.03,190.11,94.15,0,0,195.33,2026-01-19 16:15
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,86.74,88.78,13.67,0.184,27.7,2,2,10.6,0.262,18.38,74.35,83.66,0,0,76.66,2026-04-14 03:16
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,367.87,69.39,18.01,0.123,35.1,22,4,18.16,0.059,6.91,315.32,76.52,0,0,336.36,2026-03-11 03:36
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,317.2,88.51,8.97,0.151,31.6,5,2,12.2,0.399,3.23,271.89,89.15,0,0,249.89,2026-01-13 09:09
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,617.88,98.07,12.75,0.101,24.5,0,5,15.08,0.404,5.8,529.61,94.19,0,0,432.26,2026-02-04 07:12
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,379.52,74.93,22.29,0.328,34.0,21,5,10.8,0.396,11.87,325.31,77.6,0,0,362.99,2026-06-20 03:02
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,368.46,92.51,21.4,0.243,14.7,4,3,14.6,0.21,7.61,315.82,89.86,0,0,271.78,2026-01-22 08:31
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,172.49,46.53,29.19,0.172,30.1,2,4,6.79,0.563,19.01,147.85,57.76,0,0,284.58,2026-03-09 06:44
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,251.72,22.83,19.22,0.212,30.4,1,6,10.0,0.455,0.14,215.76,20.45,0,0,786.71,2026-05-27 14:06
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,225.01,76.22,20.4,0.186,30.0,21,0,36.33,0.048,2.92,192.87,79.86,0,0,190.17,2026-07-11 00:10
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,275.12,68.51,14.52,0.133,32.5,1,2,21.6,0.291,2.58,235.82,65.58,0,0,277.65,2026-04-26 05:37
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,400.03,54.74,25.23,0.33,28.7,10,3,6.87,0.268,10.2,342.88,66.89,0,1,660.02,2026-08-13 21:00
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,192.14,81.45,14.24,0.014,21.5,6,4,31.26,0.29,4.28,164.69,81.61,0,0,156.93,2026-08-20 08:36
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,189.5,74.78,5.78,0.011,18.0,19,0,9.21,0.036,6.48,162.43,78.33,0,1,195.29,2026-05-03 22:15
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,179.37,58.58,6.61,0.022,21.2,6,2,4.73,0.13,3.6,153.75,83.37,0,0,202.36,2026-05-04 09:22
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,80.51,46.52,20.77,0.159,36.0,14,4,12.65,0.393,1.21,69.01,52.69,0,0,131.08,2026-03-11 16:11
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,141.45,113.53,18.81,0.1,30.3,3,5,6.78,0.235,3.64,121.25,98.36,0,0,83.14,2026-07-31 04:23
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,116.6,123.93,23.32,0.265,31.1,21,6,28.74,0.189,30.16,99.95,123.87,0,0,76.16,2026-05-31 22:16
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,527.38,72.35,0.0,0.095,28.2,15,1,9.82,0.348,4.99,452.04,68.97,0,0,486.52,2026-02-24 23:06
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,243.23,56.02,20.93,0.093,17.1,3,1,17.17,0.23,0.15,208.48,50.88,0,1,363.82,2026-01-06 09:03
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,219.99,63.87,37.61,0.177,26.5,19,1,21.74,0.073,1.25,188.57,58.86,1,1,306.31,2026-05-22 00:06
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,345.81,76.22,18.67,0.23,34.8,3,5,7.08,0.288,11.73,296.41,82.02,0,0,322.3,2026-04-25 08:22
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,123.91,108.56,31.29,0.127,18.7,17,5,19.56,0.275,2.08,106.2,110.41,0,0,88.0,2026-07-17 18:28
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,115.59,104.91,19.57,0.214,22.6,19,2,12.81,0.303,12.95,99.08,92.44,0,0,88.0,2026-01-11 20:28
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,284.16,96.17,24.21,0.221,30.0,6,1,13.69,0.313,19.64,243.57,92.47,0,0,210.81,2026-05-22 09:30
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,375.9,100.23,16.89,0.049,24.2,10,2,9.36,0.437,6.57,322.2,101.59,0,0,261.28,2026-03-10 14:21
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,265.17,83.15,28.07,0.439,28.7,13,1,9.78,0.552,2.6,227.29,78.74,0,0,256.77,2026-02-16 17:16
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,236.16,87.38,8.08,0.128,19.8,21,6,4.98,0.354,2.41,202.43,85.72,0,0,190.63,2026-05-07 00:10
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,163.19,42.72,17.07,0.352,32.3,12,5,11.0,0.049,0.89,139.87,27.92,0,0,254.7,2026-02-01 16:14
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,202.39,108.65,19.85,0.535,19.7,1,5,21.71,0.126,7.66,173.48,115.38,0,0,133.12,2026-07-10 03:13
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,158.55,50.13,20.12,0.31,37.2,17,1,10.08,0.089,1.54,135.9,48.91,0,0,207.81,2026-08-19 20:27
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,105.27,95.46,19.26,0.125,26.7,3,4,47.15,0.138,6.9,90.23,95.31,0,0,76.53,2026-08-13 04:16
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,420.56,89.27,29.7,0.283,22.6,23,5,25.68,0.275,13.64,360.48,92.15,0,0,329.48,2026-04-17 04:29
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,111.83,72.53,32.76,0.251,20.0,7,3,10.91,0.441,2.06,95.85,64.98,0,0,130.97,2026-03-29 09:10
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,102.25,48.53,26.88,0.034,34.9,1,5,11.15,0.661,22.79,87.64,38.98,0,0,167.83,2026-01-31 03:47
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,220.14,65.86,27.48,0.127,36.0,20,0,16.77,0.356,9.29,188.69,62.58,0,1,307.26,2026-07-08 01:07
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,230.19,68.22,21.49,0.287,27.8,19,2,8.08,0.366,0.81,197.31,82.59,0,0,240.25,2026-03-18 23:00
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,183.02,74.64,17.88,0.179,24.8,23,5,4.93,0.098,11.2,156.88,85.19,0,0,165.74,2026-04-20 01:45
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,285.51,100.72,20.66,0.166,28.4,9,2,8.68,0.506,6.66,244.72,100.68,0,0,213.34,2026-01-18 12:33
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,187.41,25.46,29.61,0.143,24.1,5,0,4.68,0.648,14.63,160.63,38.24,0,0,554.97,2026-05-15 14:14
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,217.41,66.79,43.29,0.105,23.0,6,1,13.39,0.483,21.1,186.35,69.3,1,0,260.41,2026-08-22 10:20
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,469.54,91.32,13.06,0.133,29.2,10,1,16.95,0.205,7.01,402.46,88.42,0,0,340.66,2026-06-13 15:40
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,160.28,102.29,27.04,0.496,21.4,17,6,16.94,0.393,3.31,137.38,100.35,0,0,123.07,2026-05-12 19:03
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,422.36,83.69,20.73,0.143,28.4,6,3,38.78,0.197,12.86,362.03,79.89,0,0,342.92,2026-05-29 11:42
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,378.98,62.98,6.69,0.054,27.5,20,3,6.39,0.262,6.77,324.84,63.63,0,0,389.42,2026-04-24 02:29
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,225.09,100.63,40.5,0.251,26.0,21,0,16.47,0.438,12.06,192.93,110.55,0,1,229.62,2026-03-31 00:49
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,327.56,49.84,15.44,0.143,37.2,8,0,10.88,0.379,9.02,280.76,50.23,0,0,449.96,2026-04-02 15:29
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,161.75,56.27,15.38,0.264,38.9,15,4,3.86,0.256,4.31,138.65,50.39,0,0,202.67,2026-03-27 18:22
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,166.05,22.38,0.0,0.037,23.7,14,5,16.64,0.32,9.69,142.33,20.0,0,0,488.31,2026-06-18 22:08
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,454.04,81.8,24.36,0.227,36.1,0,2,15.34,0.241,10.77,389.18,79.69,0,0,383.23,2026-06-18 06:23
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,349.63,49.19,19.55,0.399,31.4,10,1,2.56,0.19,3.33,299.68,49.55,0,0,487.99,2026-03-31 18:07
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,198.22,96.63,12.69,0.289,26.9,16,0,14.57,0.458,5.88,169.9,92.37,0,0,150.52,2026-02-09 18:30
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,213.0,112.67,20.58,0.101,30.6,13,2,24.83,0.267,7.3,182.57,112.5,0,0,132.22,2026-02-23 15:12
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,191.85,94.21,23.03,0.165,31.7,3,0,25.31,0.449,1.75,164.44,89.96,0,1,194.93,2026-05-13 06:14
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,173.85,103.08,7.69,0.433,21.5,19,5,0.74,0.267,0.8,149.01,90.2,0,1,156.45,2026-04-30 21:36
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,302.51,76.88,22.52,0.221,25.2,11,3,16.19,0.277,6.72,259.29,83.41,0,0,268.85,2026-01-22 15:28
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,143.87,48.5,27.22,0.136,23.8,12,5,8.45,0.486,6.14,123.32,50.31,0,0,223.2,2026-08-24 15:43
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,135.45,74.97,6.32,0.274,19.7,17,2,19.03,0.125,1.81,116.1,65.08,0,0,122.51,2026-04-04 19:02
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,279.62,114.62,22.92,0.065,26.6,16,5,7.42,0.418,5.26,239.68,101.94,0,0,175.93,2026-07-12 18:55
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,609.2,82.42,28.84,0.138,26.4,1,6,20.04,0.61,3.98,522.17,72.42,0,0,552.12,2026-01-26 10:12
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,409.63,79.26,15.14,0.321,20.7,6,1,7.98,0.228,9.65,351.11,71.61,0,0,355.36,2026-06-24 11:55
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,164.31,106.82,18.17,0.307,31.7,15,0,8.7,0.125,6.61,140.84,117.33,0,0,105.73,2026-02-03 16:45
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,178.12,84.03,0.07,0.28,23.6,18,3,10.63,0.263,16.21,152.67,88.6,0,0,139.28,2026-02-14 20:19
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,253.73,109.07,16.75,0.22,25.5,7,3,18.27,0.333,10.63,217.48,117.39,0,0,162.99,2026-06-08 09:42
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,317.83,58.47,28.47,0.136,20.7,9,6,29.2,0.315,9.25,272.42,59.47,0,0,375.84,2026-07-26 15:15
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,325.24,78.3,19.8,0.054,29.9,20,5,42.49,0.146,3.22,278.78,76.97,0,0,271.64,2026-01-02 00:31
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,430.05,96.27,13.94,0.075,32.0,18,1,9.71,0.079,30.87,368.62,85.7,0,0,280.95,2026-08-10 22:40
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,28.22,71.13,18.66,0.248,29.5,10,2,16.96,0.208,5.07,24.19,77.26,0,0,38.65,2026-07-22 10:38
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,279.91,64.44,18.78,0.099,33.9,22,3,25.09,0.198,8.65,239.92,70.84,0,0,288.22,2026-07-24 02:48
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,369.24,55.47,17.81,0.061,18.1,7,6,16.01,0.3,6.06,316.49,60.46,0,0,444.9,2026-03-03 14:24
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,220.06,50.57,20.48,0.1,32.3,6,0,6.93,0.398,17.61,188.62,51.67,0,0,300.92,2026-02-05 11:00
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,84.42,56.79,12.59,0.193,20.7,2,4,0.89,0.275,1.51,72.36,59.87,0,0,101.36,2026-03-13 03:41
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,250.55,67.39,23.27,0.047,23.2,0,5,16.43,0.431,13.0,214.76,74.87,0,0,267.64,2026-05-13 04:27
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,192.05,72.45,21.46,0.121,23.7,8,6,8.74,0.348,9.72,164.61,69.63,0,0,190.09,2026-04-07 11:10
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,268.37,119.29,20.04,0.164,33.5,14,0,8.68,0.528,4.15,230.03,111.86,0,0,165.76,2026-07-06 16:45
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,340.4,54.47,40.61,0.099,21.1,12,4,15.59,0.339,15.86,291.77,60.54,1,0,448.73,2026-04-17 19:28
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,191.93,59.92,3.01,0.053,22.7,3,0,0.97,0.296,7.3,164.51,59.57,0,0,219.04,2026-07-10 06:39
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,249.55,68.94,17.14,0.195,20.6,11,2,18.11,0.198,5.37,213.9,69.2,0,0,243.89,2026-06-22 15:03
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,352.93,93.27,37.18,0.13,36.0,21,6,57.47,0.357,5.4,302.51,101.38,0,0,269.8,2026-07-03 01:29
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,326.27,113.99,25.9,0.143,38.1,6,6,10.84,0.306,0.8,279.66,123.28,0,1,258.19,2026-01-18 10:18
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,127.28,103.89,32.0,0.147,20.3,8,4,38.35,0.356,2.21,109.1,103.15,0,0,101.29,2026-02-12 09:41
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,240.05,65.07,14.74,0.454,30.0,5,1,6.42,0.213,17.49,205.75,78.08,0,0,258.43,2026-02-21 09:18
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,388.51,88.09,45.43,0.237,31.2,10,1,34.37,0.638,5.68,333.01,92.28,0,0,350.76,2026-06-28 15:50
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,65.32,48.91,27.18,0.289,25.2,11,6,37.63,0.286,20.86,55.99,44.24,0,0,109.91,2026-04-17 12:49
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,315.0,69.39,0.72,0.04,28.6,9,1,21.97,0.097,12.62,270.0,72.66,0,0,282.53,2026-03-05 13:42
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,257.91,104.15,18.29,0.392,25.4,17,5,4.98,0.244,3.82,221.07,104.4,0,0,178.98,2026-05-03 19:58
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,308.27,67.11,19.36,0.386,19.0,18,5,9.07,0.13,0.74,264.24,68.59,0,0,314.24,2026-08-07 23:14
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,204.66,72.0,15.5,0.306,18.0,13,0,3.67,0.353,1.36,175.42,76.96,0,0,202.41,2026-07-06 16:22
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,49.63,73.26,48.65,0.478,23.7,3,6,31.25,0.336,5.96,42.54,60.46,1,0,88.5,2026-08-03 04:28
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,152.95,52.17,8.46,0.047,37.0,0,6,17.49,0.071,11.51,131.1,50.91,0,0,188.1,2026-06-10 03:08
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,312.77,72.63,19.49,0.154,29.0,4,5,20.17,0.386,10.85,268.09,65.11,0,0,295.75,2026-05-05 08:55
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,244.62,48.45,9.84,0.185,32.9,13,3,2.56,0.182,3.62,209.68,35.93,0,0,330.93,2026-02-23 18:30
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,154.94,83.51,7.06,0.156,37.1,20,0,6.29,0.138,1.32,132.81,79.26,0,0,114.44,2026-05-16 21:54
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,182.79,61.41,24.83,0.127,32.5,13,2,10.42,0.398,5.34,156.68,47.98,0,0,214.5,2026-04-10 16:34
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,115.92,56.01,20.61,0.122,22.1,7,6,4.48,0.129,1.73,99.36,64.48,1,0,156.74,2026-08-11 09:36
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,171.42,93.7,8.58,0.079,22.3,7,6,1.21,0.169,15.07,146.93,103.44,0,0,122.51,2026-05-17 09:02
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,150.12,98.72,14.52,0.298,24.5,13,4,33.07,0.15,12.92,128.68,98.02,0,0,109.94,2026-03-13 14:49
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,336.28,42.23,14.0,0.087,24.4,22,6,27.66,0.183,1.53,288.24,50.92,0,0,513.15,2026-05-22 06:33
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,127.57,85.84,28.75,0.269,22.4,10,3,25.27,0.436,13.22,109.34,92.26,0,0,120.38,2026-06-19 12:00
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,330.19,84.22,33.99,0.629,31.1,22,4,10.61,0.062,1.67,283.02,86.4,0,1,357.72,2026-01-29 03:57
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,174.46,74.79,18.09,0.066,19.3,2,3,15.57,0.222,13.08,149.54,78.44,0,0,155.87,2026-05-19 04:35
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,414.79,98.14,0.57,0.05,32.6,22,2,1.88,0.212,0.21,355.53,94.61,0,0,265.32,2026-07-13 02:25
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,366.66,79.3,29.74,0.494,28.4,3,0,10.97,0.37,2.89,314.28,84.23,0,0,342.98,2026-08-19 08:42
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,218.51,43.43,28.01,0.143,28.7,7,1,22.13,0.428,4.55,187.29,47.44,0,0,362.64,2026-05-11 13:02
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,210.99,123.16,42.66,0.186,28.8,9,6,11.23,0.57,2.4,180.85,124.95,0,0,144.42,2026-08-09 11:24
